0, Touch, 1225.9186, 325.00854
2261, Touch, 1475.9125, 498.01025
5623, Touch, 1222.9376, 527.01416
9401, Touch, 849.9115, 654.9939
9488, Fight, 10
9904, Touch, 902.959, 619.0027
15209, Touch, 1402.9468, 431.9934
22810, Touch, 1280.9308, 478.00415
23310, Touch, 1251.9342, 478.99292
23806, Touch, 1222.9376, 481.9922
27838, Touch, 993.9459, 599.98535
28336, Touch, 1006.95374, 584.989
28828, Touch, 1018.9453, 571.0144
29426, Touch, 1029.9207, 554.99634
33892, Touch, 1145.907, 577.01294
40021, Touch, 1591.8988, 312.0227
40513, Touch, 1473.9478, 355.00122
41054, Drop, 1
43496, Touch, 1145.907, 531.99097
49556, Touch, 1882.8809, 510.9961
51203, Fight, 20
54785, Touch, 1906.9318, 675.9888
55363, Touch, 1901.9183, 680.00977
55946, Drop, 2
58320, Touch, 1897.9211, 675.9888
58815, Touch, 1901.9183, 672.00073
59318, Touch, 1650.9082, 950.99854
59850, Touch, 1518.9331, 845.9912
60443, Touch, 1385.9418, 739.9951
62840, Touch, 1253.8989, 634.9878
63342, Touch, 217.94861, 574.0137
63845, Touch, 475.9369, 549.9866
64344, Touch, 733.9252, 527.01416
65064, Fight, 30
67722, Touch, 481.96655, 296.9934
68128, Touch, 567.94006, 325.00854
68625, Touch, 652.9651, 354.01245
69392, Fight, 40
73266, Touch, 1269.9554, 140.00977
73767, Touch, 1241.9073, 189.01978
74272, Touch, 1214.9432, 240.9961
74281, Drop, 3
74777, Touch, 1187.9114, 292.0166
80091, Touch, 1055.9363, 815.99854
80614, Drop, 4
86687, Touch, 961.9684, 681.9873
87200, Touch, 989.9487, 639.99756
87712, Touch, 1014.9481, 596.9861
92575, Touch, 2035.9259, 428.99414
93193, Drop, 5
94634, Drop, 6
99751, Touch, 1304.914, 431.9934
100252, Touch, 1272.9364, 440.9912
106032, Touch, 185.97107, 605.9839
107588, Drop, 7
112070, Touch, 844.9658, 537.00073
112236, Drop, 8
119737, Touch, 1422.9327, 834.9829
126736, Touch, 1372.934, 787.9834
127247, Touch, 1330.9296, 745.99365
127402, Drop, 9
127796, Touch, 1288.9252, 704.0039
128352, Touch, 1245.9045, 663.0029
130433, Touch, 1222.9376, 774.0088
130935, Touch, 1201.9354, 734.98535
133757, Touch, 230.95642, 560.0061
134259, Touch, 483.93127, 540.0
135725, Fight, 50
136987, Touch, 1016.91284, 784.98413
137308, Drop, 10
142861, Touch, 1009.9347, 783.0066
143243, Fight, 60
146272, Touch, 612.9254, 478.00415
146773, Touch, 678.91296, 481.00342
146798, Fight, 70
147028, Fight, 80
147795, Fight, 90
154201, Touch, 424.92188, 275.00977
154512, Fight, 100
154706, Touch, 517.9413, 307.01294
155210, Touch, 610.9607, 339.0161
155717, Touch, 704.9286, 369.99756
156548, Drop, 11
159386, Touch, 520.92224, 437.00317
159531, Drop, 12
159973, Touch, 599.9176, 445.0122
160565, Touch, 679.9292, 454.99878
162706, Touch, 906.9562, 296.9934
166702, Touch, 1385.9418, 604.9951
167211, Touch, 1341.9049, 589.9988
167783, Fight, 110
171596, Touch, 1336.8915, 507.99683
171640, Fight, 120
172100, Touch, 1277.9498, 507.00806
172335, Drop, 13
172610, Touch, 1216.908, 502.98706
173163, Touch, 1156.9501, 499.9878
174959, Touch, 1533.9056, 724.01
179217, Touch, 987.91626, 627.0117
179695, Drop, 14
179736, Touch, 1000.9241, 610.0049
180086, Drop, 15
180251, Touch, 1013.9319, 589.9988
182138, Touch, 956.95496, 527.01416
200911, Touch, 1278.8983, 607.9944
990444, Touch, 2178.8765, 90.999756
